date,size
2012-09-05,32321612918
2012-09-06,32397733038
2012-09-07,43076061637
2012-09-08,32406827531
2012-09-09,32365392759
2012-09-10,43081387180
2012-09-11,43055573194
2012-09-12,54122369758
2012-09-13,43177226550
2012-09-14,32379939783
2012-09-15,32274355425
2012-09-16,43173735699
2012-09-17,32407297361
2012-09-18,43094494042
2012-09-19,32356515759
2012-09-20,43163408179
2012-09-21,32270921097
2012-09-22,32397560469
2012-09-23,32265409072
2012-09-24,36868092565
2012-09-25,32379894797
2012-09-26,38565852011
2012-09-27,43555632416
2012-09-28,41776758146
2012-09-29,21486698820
2012-09-30,32369198679
2012-10-01,32361929914
2012-10-02,43131178110
2012-10-03,21681461201
2012-10-04,54087107109
2012-10-05,43361495139
2012-10-06,32398025779
2012-10-07,43015541352
2012-10-08,52630474105
2012-10-09,33458721214
2012-10-10,32353523519
2012-10-11,43088556033
2012-10-12,43121700421
2012-10-13,43103499963
2012-10-14,43353854737
2012-10-15,43207654282
2012-10-16,43133030476
2012-10-17,43100013848
2012-10-18,32365007423
2012-10-19,32398960187
2012-10-20,43209223894
2012-10-21,43116002225
2012-10-22,43053784608
2012-10-23,32247183413
2012-10-24,32316091363
2012-10-25,64843654596
2012-10-26,21569871998
2012-10-27,43182238861
2012-10-28,43281857271
2012-10-29,50390061720
2012-10-30,30094361855
2012-10-31,28881555844
2012-11-01,7992465578
2012-11-02,41037452056
2012-11-03,32591700728
2012-11-04,43056216672
2012-11-05,32467264068
2012-11-06,43196745076
2012-11-07,43125360163
2012-11-08,43213897334
2012-11-09,43189870363
2012-11-10,32507802668
2012-11-11,54023182411
2012-11-12,43293344173
2012-11-13,32224359480
2012-11-14,43170927284
2012-11-15,43162972858
2012-11-16,32437783085
2012-11-17,43244530468
2012-11-18,43092846708
2012-11-19,64655021325
2012-11-20,43111451049
2012-11-21,43207162192
2012-11-22,43558177556
2012-11-23,43354429608
2012-11-24,43310249104
2012-11-25,21572482989
2012-11-26,53966143477
2012-11-27,54200284942
2012-11-28,43258287044
2012-11-29,43137596634
2012-11-30,43295424494
2012-12-01,32449334598
2012-12-02,32405107932
2012-12-03,43203700734
2012-12-04,43214231146
2012-12-05,43186326258
2012-12-06,43164990235
2012-12-07,27396302099
2012-12-08,46615996404
2012-12-09,43192953617
2012-12-10,64841896465
2012-12-11,43171369042
2012-12-12,35332541017
2012-12-13,43058649323
2012-12-14,46287418762
2012-12-15,43306714711
2012-12-16,21579015802
2012-12-17,43141470145
2012-12-18,43143567044
2012-12-19,43088910924
2012-12-20,21607030371
2012-12-21,43105450404
2012-12-22,43119514081
2012-12-23,32422426676
2012-12-24,43176183377
2012-12-25,32410423711
2012-12-26,43441502364
2012-12-27,47822663025
2012-12-28,43135984874
2012-12-29,21538391968
2012-12-30,43207772040
2012-12-31,21561325004
2013-01-01,43280923321
2013-01-02,32336585184
2013-01-03,54039392909
2013-01-04,97121840732
2013-01-05,75404238488
2013-01-06,42995304606
2013-01-07,54031742172
2013-01-08,32361916815
2013-01-09,53899286829
2013-01-10,53864543937
2013-01-11,64527975790
2013-01-12,43071008288
2013-01-13,64536923775
2013-01-14,64897620709
2013-01-15,64742271265
2013-01-16,43174186259
2013-01-17,64797233379
2013-01-18,53815855973
2013-01-19,53823161287
2013-01-20,43132066609
2013-01-21,64650029154
2013-01-22,64558592039
2013-01-23,50035628203
2013-01-24,64601900197
2013-01-25,93067754053
2013-01-26,53822774882
2013-01-27,64614505478
2013-01-28,75365541083
2013-01-29,86143042854
2013-01-30,86278041342
2013-01-31,75431325822
2013-02-01,76474117891
2013-02-02,62966249907
2013-02-03,64787288816
2013-02-04,75272385704
2013-02-05,63902619122
2013-02-06,81953829546
2013-02-07,53960556159
2013-02-08,64847631952
2013-02-09,54062283890
2013-02-10,64812824672
2013-02-11,64721353764
2013-02-12,75329976957
2013-02-13,75617093258
2013-02-14,64666005125
2013-02-15,86129437009
2013-02-16,64518220514
2013-02-17,86197387187
2013-02-18,64578993804
2013-02-19,64625437149
2013-02-20,64642581196
2013-02-21,64686471396
2013-02-22,64686993184
2013-02-23,53875274805
2013-02-24,64745496868
2013-02-25,75484504281
2013-02-26,75607340822
2013-02-27,64650494305
2013-02-28,64815814555
2013-03-01,75747571897
2013-03-02,75961223406
2013-03-03,86928812916
2013-03-04,97625918759
2013-03-05,108534634146
2013-03-06,64641067904
2013-03-07,63806496847
2013-03-08,86154211513
2013-03-09,75619597193
2013-03-10,86111714109
2013-03-11,97029210364
2013-03-12,86166275469
2013-03-13,75365212447
2013-03-14,75447943800
2013-03-15,86170236169
2013-03-16,118548286418
2013-03-17,64542733294
2013-03-18,96808975297
2013-03-19,75536734515
2013-03-20,75484489641
2013-03-21,86169029803
2013-03-22,64738284993
2013-03-23,45234016503
2013-03-24,64652708519
2013-03-25,75396548765
2013-03-26,75371922025
2013-03-27,64841728737
2013-03-28,96801172941
2013-03-29,96989534594
2013-03-30,75335548591
2013-03-31,68862195265
2013-04-01,118830642118
2013-04-02,96818936441
2013-04-03,102813931709
2013-04-04,107514775468
2013-04-05,129117199517
2013-04-06,107937114837
2013-04-07,86132604151
2013-04-08,118675607343
2013-04-09,75388642016
2013-04-10,107596072269
2013-04-11,107661139191
2013-04-12,86155970452
2013-04-13,86029226165
2013-04-14,85986467663
2013-04-15,214970893051
2013-04-16,161412059703
2013-04-17,172130697919
2013-04-18,108112710549
2013-04-19,107770802125
2013-04-20,86231611028
2013-04-21,64523424714
2013-04-22,150685573366
2013-04-23,236552095938
2013-04-24,225913050479
2013-04-25,118516069737
2013-04-26,63543437687
2013-04-27,88248900707
2013-04-28,64596335961
2013-04-29,107989507533
2013-04-30,92798136753
2013-05-01,107649876111
2013-05-02,107981799400
2013-05-03,86307464390
2013-05-04,107686281813
2013-05-05,64667826887
2013-05-06,129162808648
2013-05-07,107598299187
2013-05-08,107544861466
2013-05-09,86148683315
2013-05-10,173550680027
2013-05-11,141498454111
2013-05-12,150589496447
2013-05-13,148399968265
2013-05-14,121838170089
2013-05-15,204342952539
2013-05-16,107700709185
2013-05-17,96928042015
2013-05-18,86136480546
2013-05-19,75496600913
2013-05-20,86010112095
2013-05-21,107206680427
2013-05-22,86429264495
2013-05-23,154529549057
2013-05-24,187106719314
2013-05-25,182734568628
2013-05-26,152681997353
2013-05-27,144088729063
2013-05-28,164703712526
2013-05-29,86268893291
2013-05-30,107993013331
2013-05-31,86034118279
2013-06-01,75498381041
2013-06-02,97590802101
2013-06-03,108330459309
2013-06-04,107813615537
2013-06-05,107796825283
2013-06-06,86225945313
2013-06-07,75291410582
2013-06-08,54179105178
2013-06-09,64634433006
2013-06-10,64663745762
2013-06-11,86279312173
2013-06-12,85429945590
2013-06-13,86297710662
2013-06-14,75423759323
2013-06-15,75724680646
2013-06-16,97323335560
2013-06-17,86373429282
2013-06-18,96807395292
2013-06-19,97277006270
2013-06-20,108303176567
2013-06-21,96949261513
2013-06-22,86191538083
2013-06-23,108210282784
2013-06-24,107908733652
2013-06-25,53883945979
2013-06-26,97213149837
2013-06-27,86101334182
2013-06-28,97344638043
2013-06-29,86030512416
2013-06-30,86573653881
2013-07-01,96990476747
2013-07-02,97132326756
2013-07-03,86132508895
2013-07-04,97175251871
2013-07-05,97239093688
2013-07-06,64770915390
2013-07-07,86338672507
2013-07-08,96934027878
2013-07-09,97335673273
2013-07-10,96973975580
2013-07-11,72866895602
2013-07-12,75123121185
2013-07-13,86217670286
2013-07-14,75956100857
2013-07-15,75560855477
2013-07-16,86219031548
2013-07-17,86234774217
2013-07-18,101554460934
2013-07-19,113519204870
2013-07-20,75425294418
2013-07-21,56887435283
2013-07-22,103449083233
2013-07-23,109663368586
2013-07-24,64496554919
2013-07-25,64726379944
2013-07-26,61918001950
2013-07-27,75004101688
2013-07-28,138190429242
2013-07-29,48434500168
2013-07-30,31216598763
2013-07-31,86149834240
2013-08-01,75435686688
2013-08-02,77713799303
2013-08-03,64606977555
2013-08-04,75570957266
2013-08-05,64532679069
2013-08-06,86207091857
2013-08-07,86186874128
2013-08-08,86033445298
2013-08-09,86358976698
2013-08-10,64932885412
2013-08-11,43211654456
2013-08-12,107826504261
2013-08-13,107855862613
2013-08-14,96858790511
2013-08-15,86086643119
2013-08-16,86274396288
2013-08-17,86132771399
2013-08-18,97092695794
2013-08-19,107647370675
2013-08-20,107646944363
2013-08-21,129227395885
2013-08-22,107926034596
2013-08-23,96914073510
2013-08-24,86479145134
2013-08-25,86099861307
2013-08-26,96916910210
2013-08-27,107756105896
2013-08-28,97001163837
2013-08-29,75248333827
2013-08-30,86162870926
2013-08-31,75412082771
2013-09-01,75579065720
2013-09-02,75341729250
2013-09-03,86254847223
2013-09-04,129096301581
2013-09-05,107610983573
2013-09-06,75414477772
2013-09-07,64617325047
2013-09-08,54098793827
2013-09-09,64806023381
2013-09-10,90340581788
2013-09-11,80489833109
2013-09-12,62594779744
2013-09-13,86163345329
2013-09-14,64834626872
2013-09-15,75682971120
2013-09-16,75520212162
2013-09-17,107919967130
2013-09-18,64657287460
2013-09-19,64722344587
2013-09-20,64648342629
2013-09-21,64705054983
2013-09-22,75339404949
2013-09-23,64583414540
2013-09-24,129312504780
2013-09-25,107754549002
2013-09-26,107851539810
2013-09-27,118648035319
2013-09-28,75392712642
2013-09-29,64762903887
2013-09-30,86353372194
2013-10-01,97308330688
2013-10-02,75466583149
2013-10-03,86288171870
2013-10-04,64619707936
2013-10-05,75339893509
2013-10-06,43096867188
2013-10-07,64726625998
2013-10-08,75350887368
2013-10-09,86194536980
2013-10-10,75445012980
2013-10-11,75484488353
2013-10-12,53885008955
2013-10-13,53983641307
2013-10-14,64588482165
2013-10-15,86342412261
2013-10-16,64619780526
2013-10-17,97056730378
2013-10-18,86578577482
2013-10-19,75357127686
2013-10-20,54007987504
2013-10-21,75305123385
2013-10-22,88168864449
2013-10-23,11050913168
2013-10-24,10743272074
2013-10-25,21658739713
2013-10-26,11060667917
2013-10-27,22379234054
2013-10-28,27354331723
2013-10-29,22525688378
2013-10-30,22124985222
2013-10-31,10769942943
2013-11-01,21868607373
2013-11-02,11098152472
2013-11-03,21967888076
2013-11-04,22016703461
2013-11-05,22030151499
2013-11-06,6920292602
2013-11-07,36022313025
2013-11-08,22004248785
2013-11-09,22321775896
2013-11-10,33082159991
2013-11-11,32824151849
2013-11-12,44092562314
2013-11-13,32879366381
2013-11-14,22080847212
2013-11-15,22378456732
2013-11-16,21865666730
2013-11-17,21555116779
2013-11-18,11239113153
2013-11-19,32807971181
2013-11-20,24073521885
2013-11-21,21801723225
2013-11-22,32881998065
2013-11-23,21796913165
2013-11-24,21704924171
2013-11-25,21479523034
2013-11-26,21894512619
2013-11-27,22132281107
2013-11-28,66955893366
2013-11-29,44121009982
2013-11-30,11099778958
2013-12-01,44384098013
2013-12-02,11180804896
2013-12-03,21723519313
2013-12-04,33100017802
2013-12-05,32835420736
2013-12-06,21736167143
2013-12-07,33056401243
2013-12-08,33044164977
2013-12-09,43855917397
2013-12-10,22106548220
2013-12-11,32505542168
2013-12-12,32734340592
2013-12-13,22052087777
2013-12-14,21821922691
2013-12-15,32860063926
2013-12-16,41724653645
2013-12-17,54624228467
2013-12-18,32983415867
2013-12-19,33115071841
2013-12-20,44236147978
2013-12-21,32804719791
2013-12-22,32943409359
2013-12-23,22028868895
2013-12-24,21816083045
2013-12-25,22119020468
2013-12-26,32730534435
2013-12-27,54714771173
2013-12-28,33300064781
2013-12-29,32794948325
2013-12-30,58193152027
2013-12-31,335582832969
2014-01-01,77057600229
2014-01-02,88192202748
2014-01-03,110396437768
2014-01-04,65695936347
2014-01-05,41324499211
2014-01-06,143448642367
2014-01-07,132767045202
2014-01-08,77499694284
2014-01-09,43547204390
2014-01-10,43828804971
2014-01-11,99411330753
2014-01-12,88523920243
2014-01-13,55196945971
2014-01-14,32671021758
2014-01-15,54827059725
2014-01-16,66218473357
2014-01-17,33179761069
2014-01-18,44108424341
2014-01-19,33483805868
2014-01-20,44399028230
2014-01-21,33185358399
2014-01-22,33212857570
2014-01-23,43969468543
2014-01-24,32720846477
2014-01-25,33273370691
2014-01-26,43757408029
2014-01-27,32796516508
2014-01-28,32597350865
2014-01-29,33458751729
2014-01-30,32961785507
2014-01-31,22366216035
2014-02-01,32817817892
2014-02-02,33005498570
2014-02-03,33201369517
2014-02-04,43918259391
2014-02-05,33402364519
2014-02-06,65869397107
2014-02-07,32775535161
2014-02-08,32832684839
2014-02-09,32953567150
2014-02-10,55176827866
2014-02-11,32984738634
2014-02-12,55047359212
2014-02-13,32530563569
2014-02-14,54695671252
2014-02-15,22094799953
2014-02-16,44672275970
2014-02-17,32848849582
2014-02-18,43595786692
2014-02-19,55345792381
2014-02-20,65592855432
2014-02-21,44273934219
2014-02-22,20141647968
2014-02-23,22129659496
2014-02-24,44083509241
2014-02-25,32730073968
2014-02-26,32814688270
2014-02-27,22250208452
2014-02-28,32606927961
2014-03-01,22446169941
2014-03-02,22071731745
2014-03-03,32854468781
2014-03-04,240258811795
2014-03-05,44195129248
2014-03-06,317091294736
2014-03-07,43797390923
2014-03-08,54743055635
2014-03-09,54750829875
2014-03-10,54692998377
2014-03-11,55091643636
2014-03-12,32868962995
2014-03-13,33342881942
2014-03-14,32612471359
2014-03-15,43898423658
2014-03-16,33183446785
2014-03-17,57237671861
2014-03-18,32780349839
2014-03-19,32796197039
2014-03-20,46424066813
2014-03-21,44182156788
2014-03-22,143098078139
2014-03-23,98287916708
2014-03-24,66547646327
2014-03-25,44185811880
2014-03-26,54686953978
2014-03-27,55444084296
2014-03-28,43982046904
2014-03-29,55677612113
2014-03-30,54404484651
2014-03-31,43991954072
2014-04-01,55463668899
2014-04-02,99756540490
2014-04-03,54881411567
2014-04-04,110474375425
2014-04-05,43538546219
2014-04-06,99154528448
2014-04-07,44118141820
2014-04-08,42385893204
2014-04-09,33110545658
2014-04-10,44049223148
2014-04-11,43685990728
2014-04-12,33145659497
2014-04-13,33155154411
2014-04-14,44434937364
2014-04-15,43384913143
2014-04-16,43433897236
2014-04-17,55147080786
2014-04-18,33038164090
2014-04-19,32958001830
2014-04-20,43771814815
2014-04-21,33369969044
2014-04-22,33276493009
2014-04-23,33111916709
2014-04-24,44138820696
2014-04-25,32854359096
2014-04-26,33416430841
2014-04-27,22144125376
2014-04-28,33235300728
2014-04-29,43986064903
2014-04-30,33424494180
2014-05-01,33074783914
2014-05-02,33693465187
2014-05-03,21631493918
2014-05-04,32769241383
2014-05-05,43998865303
2014-05-06,32800593935
2014-05-07,44329229865
2014-05-08,62339370200
2014-05-09,33264074797
2014-05-10,22029422249
2014-05-11,22125855420
2014-05-12,44137964079
2014-05-13,32545584027
2014-05-14,44199808473
2014-05-15,43934457948
2014-05-16,33191828120
2014-05-17,22322437174
2014-05-18,44298718433
2014-05-19,43806446035
2014-05-20,88091272420
2014-05-21,55265420174
2014-05-22,44594289882
2014-05-23,32923864088
2014-05-24,11052210495
2014-05-25,33761485023
2014-05-26,33003260056
2014-05-27,33220426185
2014-05-28,21874695309
2014-05-29,21507546424
2014-05-30,21776487913
2014-05-31,22130075602
2014-06-01,22460800371
2014-06-02,22015354947
2014-06-03,21759214053
2014-06-04,21782783197
